state,county,candidate,party,candidate votes,total votes
north carolina,granville,Hillary Clinton,democrat,12909,27353
north carolina,granville,Donald Trump,republican,13591,27353
north carolina,granville,Other,NA,853,27353
north carolina,greene,Hillary Clinton,democrat,3605,8095
north carolina,greene,Donald Trump,republican,4374,8095
north carolina,greene,Other,NA,116,8095
north carolina,guilford,Hillary Clinton,democrat,149248,257405
north carolina,guilford,Donald Trump,republican,98062,257405
north carolina,guilford,Other,NA,10095,257405
north carolina,halifax,Hillary Clinton,democrat,15748,25167
north carolina,halifax,Donald Trump,republican,9031,25167
north carolina,halifax,Other,NA,388,25167
north carolina,harnett,Hillary Clinton,democrat,16737,46065
north carolina,harnett,Donald Trump,republican,27614,46065
north carolina,harnett,Other,NA,1714,46065
north carolina,haywood,Hillary Clinton,democrat,10473,30727
north carolina,haywood,Donald Trump,republican,18929,30727
north carolina,haywood,Other,NA,1325,30727
north carolina,henderson,Hillary Clinton,democrat,19827,58176
north carolina,henderson,Donald Trump,republican,35809,58176
north carolina,henderson,Other,NA,2540,58176
north carolina,hertford,Hillary Clinton,democrat,6910,10186
north carolina,hertford,Donald Trump,republican,3099,10186
north carolina,hertford,Other,NA,177,10186
north carolina,hoke,Hillary Clinton,democrat,9726,18230
north carolina,hoke,Donald Trump,republican,7760,18230
north carolina,hoke,Other,NA,744,18230
north carolina,hyde,Hillary Clinton,democrat,965,2304
north carolina,hyde,Donald Trump,republican,1288,2304
north carolina,hyde,Other,NA,51,2304
north carolina,iredell,Hillary Clinton,democrat,24734,82567
north carolina,iredell,Donald Trump,republican,54754,82567
north carolina,iredell,Other,NA,3079,82567
north carolina,jackson,Hillary Clinton,democrat,7713,18713
north carolina,jackson,Donald Trump,republican,9870,18713
north carolina,jackson,Other,NA,1130,18713
north carolina,johnston,Hillary Clinton,democrat,28362,85909
north carolina,johnston,Donald Trump,republican,54372,85909
north carolina,johnston,Other,NA,3175,85909
north carolina,jones,Hillary Clinton,democrat,2065,5135
north carolina,jones,Donald Trump,republican,2974,5135
north carolina,jones,Other,NA,96,5135
north carolina,lee,Hillary Clinton,democrat,10469,25084
north carolina,lee,Donald Trump,republican,13712,25084
north carolina,lee,Other,NA,903,25084
north carolina,lenoir,Hillary Clinton,democrat,12634,26807
north carolina,lenoir,Donald Trump,republican,13613,26807
north carolina,lenoir,Other,NA,560,26807
north carolina,lincoln,Hillary Clinton,democrat,9897,40023
north carolina,lincoln,Donald Trump,republican,28806,40023
north carolina,lincoln,Other,NA,1320,40023
north carolina,mcdowell,Hillary Clinton,democrat,4667,19875
north carolina,mcdowell,Donald Trump,republican,14568,19875
north carolina,mcdowell,Other,NA,640,19875
north carolina,macon,Hillary Clinton,democrat,4876,17734
north carolina,macon,Donald Trump,republican,12127,17734
north carolina,macon,Other,NA,731,17734
north carolina,madison,Hillary Clinton,democrat,3926,11269
north carolina,madison,Donald Trump,republican,6783,11269
north carolina,madison,Other,NA,560,11269
north carolina,martin,Hillary Clinton,democrat,5846,11964
north carolina,martin,Donald Trump,republican,5897,11964
north carolina,martin,Other,NA,221,11964
north carolina,mecklenburg,Hillary Clinton,democrat,294562,472857
north carolina,mecklenburg,Donald Trump,republican,155518,472857
north carolina,mecklenburg,Other,NA,22777,472857
north carolina,mitchell,Hillary Clinton,democrat,1596,8096
north carolina,mitchell,Donald Trump,republican,6282,8096
north carolina,mitchell,Other,NA,218,8096
north carolina,montgomery,Hillary Clinton,democrat,4150,11540
north carolina,montgomery,Donald Trump,republican,7130,11540
north carolina,montgomery,Other,NA,260,11540
north carolina,moore,Hillary Clinton,democrat,16329,48692
north carolina,moore,Donald Trump,republican,30490,48692
north carolina,moore,Other,NA,1873,48692
north carolina,nash,Hillary Clinton,democrat,23235,47665
north carolina,nash,Donald Trump,republican,23319,47665
north carolina,nash,Other,NA,1111,47665
north carolina,new hanover,Hillary Clinton,democrat,50979,111905
north carolina,new hanover,Donald Trump,republican,55344,111905
north carolina,new hanover,Other,NA,5582,111905
north carolina,northampton,Hillary Clinton,democrat,6144,9848
north carolina,northampton,Donald Trump,republican,3582,9848
north carolina,northampton,Other,NA,122,9848
north carolina,onslow,Hillary Clinton,democrat,17514,57135
north carolina,onslow,Donald Trump,republican,37122,57135
north carolina,onslow,Other,NA,2499,57135
north carolina,orange,Hillary Clinton,democrat,59923,82340
north carolina,orange,Donald Trump,republican,18557,82340
north carolina,orange,Other,NA,3860,82340
north carolina,pamlico,Hillary Clinton,democrat,2448,6870
north carolina,pamlico,Donald Trump,republican,4258,6870
north carolina,pamlico,Other,NA,164,6870
north carolina,pasquotank,Hillary Clinton,democrat,8615,17391
north carolina,pasquotank,Donald Trump,republican,8180,17391
north carolina,pasquotank,Other,NA,596,17391
north carolina,pender,Hillary Clinton,democrat,9354,27885
north carolina,pender,Donald Trump,republican,17639,27885
north carolina,pender,Other,NA,892,27885
north carolina,perquimans,Hillary Clinton,democrat,2319,6708
north carolina,perquimans,Donald Trump,republican,4177,6708
north carolina,perquimans,Other,NA,212,6708
north carolina,person,Hillary Clinton,democrat,7833,19615
north carolina,person,Donald Trump,republican,11185,19615
north carolina,person,Other,NA,597,19615
north carolina,pitt,Hillary Clinton,democrat,41824,80527
north carolina,pitt,Donald Trump,republican,35691,80527
north carolina,pitt,Other,NA,3012,80527
north carolina,polk,Hillary Clinton,democrat,3735,10934
north carolina,polk,Donald Trump,republican,6768,10934
north carolina,polk,Other,NA,431,10934
north carolina,randolph,Hillary Clinton,democrat,13194,64575
north carolina,randolph,Donald Trump,republican,49430,64575
north carolina,randolph,Other,NA,1951,64575
north carolina,richmond,Hillary Clinton,democrat,8501,19328
north carolina,richmond,Donald Trump,republican,10383,19328
north carolina,richmond,Other,NA,444,19328
north carolina,robeson,Hillary Clinton,democrat,19016,40858
north carolina,robeson,Donald Trump,republican,20762,40858
north carolina,robeson,Other,NA,1080,40858
north carolina,rockingham,Hillary Clinton,democrat,14228,42278
north carolina,rockingham,Donald Trump,republican,26830,42278
north carolina,rockingham,Other,NA,1220,42278
north carolina,rowan,Hillary Clinton,democrat,19400,64369
north carolina,rowan,Donald Trump,republican,42810,64369
north carolina,rowan,Other,NA,2159,64369
north carolina,rutherford,Hillary Clinton,democrat,7512,30307
north carolina,rutherford,Donald Trump,republican,21871,30307
north carolina,rutherford,Other,NA,924,30307
north carolina,sampson,Hillary Clinton,democrat,10547,25928
north carolina,sampson,Donald Trump,republican,14838,25928
north carolina,sampson,Other,NA,543,25928
north carolina,scotland,Hillary Clinton,democrat,7319,13928
north carolina,scotland,Donald Trump,republican,6256,13928
north carolina,scotland,Other,NA,353,13928
north carolina,stanly,Hillary Clinton,democrat,7094,29917
north carolina,stanly,Donald Trump,republican,21964,29917
north carolina,stanly,Other,NA,859,29917
north carolina,stokes,Hillary Clinton,democrat,4665,22550
north carolina,stokes,Donald Trump,republican,17116,22550
north carolina,stokes,Other,NA,769,22550
north carolina,surry,Hillary Clinton,democrat,7488,32196
north carolina,surry,Donald Trump,republican,23671,32196
north carolina,surry,Other,NA,1037,32196
north carolina,swain,Hillary Clinton,democrat,2196,6124
north carolina,swain,Donald Trump,republican,3565,6124
north carolina,swain,Other,NA,363,6124
north carolina,transylvania,Hillary Clinton,democrat,6558,17869
north carolina,transylvania,Donald Trump,republican,10520,17869
north carolina,transylvania,Other,NA,791,17869
north carolina,tyrrell,Hillary Clinton,democrat,720,1739
north carolina,tyrrell,Donald Trump,republican,975,1739
north carolina,tyrrell,Other,NA,44,1739
north carolina,union,Hillary Clinton,democrat,34337,105710
north carolina,union,Donald Trump,republican,66707,105710
north carolina,union,Other,NA,4666,105710
north carolina,vance,Hillary Clinton,democrat,12229,19977
north carolina,vance,Donald Trump,republican,7332,19977
north carolina,vance,Other,NA,416,19977
north carolina,wake,Hillary Clinton,democrat,302736,527624
north carolina,wake,Donald Trump,republican,196082,527624
north carolina,wake,Other,NA,28806,527624
north carolina,warren,Hillary Clinton,democrat,6413,9842
north carolina,warren,Donald Trump,republican,3214,9842
north carolina,warren,Other,NA,215,9842
north carolina,washington,Hillary Clinton,democrat,3510,6165
north carolina,washington,Donald Trump,republican,2564,6165
north carolina,washington,Other,NA,91,6165
north carolina,watauga,Hillary Clinton,democrat,14138,29985
north carolina,watauga,Donald Trump,republican,13697,29985
north carolina,watauga,Other,NA,2150,29985
north carolina,wayne,Hillary Clinton,democrat,21770,50689
north carolina,wayne,Donald Trump,republican,27540,50689
north carolina,wayne,Other,NA,1379,50689
north carolina,wilkes,Hillary Clinton,democrat,6638,31296
north carolina,wilkes,Donald Trump,republican,23752,31296
north carolina,wilkes,Other,NA,906,31296
north carolina,wilson,Hillary Clinton,democrat,19663,38135
north carolina,wilson,Donald Trump,republican,17531,38135
north carolina,wilson,Other,NA,941,38135
north carolina,yadkin,Hillary Clinton,democrat,3160,17624
north carolina,yadkin,Donald Trump,republican,13880,17624
north carolina,yadkin,Other,NA,584,17624
north carolina,yancey,Hillary Clinton,democrat,3196,9960
north carolina,yancey,Donald Trump,republican,6385,9960
north carolina,yancey,Other,NA,379,9960
north dakota,adams,Hillary Clinton,democrat,216,1218
north dakota,adams,Donald Trump,republican,909,1218
north dakota,adams,Other,NA,93,1218
north dakota,barnes,Hillary Clinton,democrat,1597,5344
north dakota,barnes,Donald Trump,republican,3160,5344
north dakota,barnes,Other,NA,587,5344
north dakota,benson,Hillary Clinton,democrat,842,2011
north dakota,benson,Donald Trump,republican,929,2011
north dakota,benson,Other,NA,240,2011
north dakota,billings,Hillary Clinton,democrat,59,605
north dakota,billings,Donald Trump,republican,495,605
north dakota,billings,Other,NA,51,605
north dakota,bottineau,Hillary Clinton,democrat,736,3494
north dakota,bottineau,Donald Trump,republican,2494,3494
north dakota,bottineau,Other,NA,264,3494
north dakota,bowman,Hillary Clinton,democrat,227,1787
north dakota,bowman,Donald Trump,republican,1446,1787
north dakota,bowman,Other,NA,114,1787
north dakota,burke,Hillary Clinton,democrat,119,1052
north dakota,burke,Donald Trump,republican,895,1052
north dakota,burke,Other,NA,38,1052
north dakota,burleigh,Hillary Clinton,democrat,10881,47979
north dakota,burleigh,Donald Trump,republican,32532,47979
north dakota,burleigh,Other,NA,4566,47979
north dakota,cass,Hillary Clinton,democrat,31361,80821
north dakota,cass,Donald Trump,republican,39816,80821
north dakota,cass,Other,NA,9644,80821
north dakota,cavalier,Hillary Clinton,democrat,476,2006
north dakota,cavalier,Donald Trump,republican,1357,2006
north dakota,cavalier,Other,NA,173,2006
north dakota,dickey,Hillary Clinton,democrat,554,2407
north dakota,dickey,Donald Trump,republican,1667,2407
north dakota,dickey,Other,NA,186,2407
north dakota,divide,Hillary Clinton,democrat,245,1219
north dakota,divide,Donald Trump,republican,867,1219
north dakota,divide,Other,NA,107,1219
north dakota,dunn,Hillary Clinton,democrat,358,2243
north dakota,dunn,Donald Trump,republican,1771,2243
north dakota,dunn,Other,NA,114,2243
north dakota,eddy,Hillary Clinton,democrat,355,1231
north dakota,eddy,Donald Trump,republican,791,1231
north dakota,eddy,Other,NA,85,1231
north dakota,emmons,Hillary Clinton,democrat,215,1981
north dakota,emmons,Donald Trump,republican,1677,1981
north dakota,emmons,Other,NA,89,1981
north dakota,foster,Hillary Clinton,democrat,347,1719
north dakota,foster,Donald Trump,republican,1241,1719
north dakota,foster,Other,NA,131,1719
north dakota,golden valley,Hillary Clinton,democrat,99,957
north dakota,golden valley,Donald Trump,republican,796,957
north dakota,golden valley,Other,NA,62,957
north dakota,grand forks,Hillary Clinton,democrat,10851,30365
north dakota,grand forks,Donald Trump,republican,16340,30365
north dakota,grand forks,Other,NA,3174,30365
north dakota,grant,Hillary Clinton,democrat,185,1381
north dakota,grant,Donald Trump,republican,1108,1381
north dakota,grant,Other,NA,88,1381
north dakota,griggs,Hillary Clinton,democrat,298,1265
north dakota,griggs,Donald Trump,republican,847,1265
north dakota,griggs,Other,NA,120,1265
north dakota,hettinger,Hillary Clinton,democrat,168,1296
north dakota,hettinger,Donald Trump,republican,1050,1296
north dakota,hettinger,Other,NA,78,1296
north dakota,kidder,Hillary Clinton,democrat,179,1376
north dakota,kidder,Donald Trump,republican,1111,1376
north dakota,kidder,Other,NA,86,1376
north dakota,lamoure,Hillary Clinton,democrat,502,2151
north dakota,lamoure,Donald Trump,republican,1481,2151
north dakota,lamoure,Other,NA,168,2151
north dakota,logan,Hillary Clinton,democrat,114,1067
north dakota,logan,Donald Trump,republican,888,1067
north dakota,logan,Other,NA,65,1067
north dakota,mchenry,Hillary Clinton,democrat,490,2820
north dakota,mchenry,Donald Trump,republican,2050,2820
north dakota,mchenry,Other,NA,280,2820
north dakota,mcintosh,Hillary Clinton,democrat,235,1446
north dakota,mcintosh,Donald Trump,republican,1100,1446
north dakota,mcintosh,Other,NA,111,1446
north dakota,mckenzie,Hillary Clinton,democrat,698,4672
north dakota,mckenzie,Donald Trump,republican,3670,4672
north dakota,mckenzie,Other,NA,304,4672
north dakota,mclean,Hillary Clinton,democrat,1081,5315
north dakota,mclean,Donald Trump,republican,3860,5315
north dakota,mclean,Other,NA,374,5315
north dakota,mercer,Hillary Clinton,democrat,621,4682
north dakota,mercer,Donald Trump,republican,3759,4682
north dakota,mercer,Other,NA,302,4682
north dakota,morton,Hillary Clinton,democrat,3080,15832
north dakota,morton,Donald Trump,republican,11336,15832
north dakota,morton,Other,NA,1416,15832
north dakota,mountrail,Hillary Clinton,democrat,1220,4106
north dakota,mountrail,Donald Trump,republican,2582,4106
north dakota,mountrail,Other,NA,304,4106
north dakota,nelson,Hillary Clinton,democrat,536,1717
north dakota,nelson,Donald Trump,republican,1025,1717
north dakota,nelson,Other,NA,156,1717
north dakota,oliver,Hillary Clinton,democrat,119,1017
north dakota,oliver,Donald Trump,republican,830,1017
north dakota,oliver,Other,NA,68,1017
north dakota,pembina,Hillary Clinton,democrat,681,3153
north dakota,pembina,Donald Trump,republican,2208,3153
north dakota,pembina,Other,NA,264,3153
north dakota,pierce,Hillary Clinton,democrat,431,2071
north dakota,pierce,Donald Trump,republican,1437,2071
north dakota,pierce,Other,NA,203,2071
north dakota,ramsey,Hillary Clinton,democrat,1505,5305
north dakota,ramsey,Donald Trump,republican,3217,5305
north dakota,ramsey,Other,NA,583,5305
